GRAND,NAME,RIVER,STATE,YEAR,HEIGHT,LEN,AREA_SKM,CAP_MCM,DIS_AVG_LS,MAIN_USE,QUALITY,LONG,LAT
1709,Summersville Dam,Gauley River,West Virginia,1965,119,695,4.82,509.9,40145,Flood control,2: Good,-80.890208,38.224185
1710,Baldwin Plant Cooling Lake Dam,Little Doza Creek,Illinois,1968,17,418,7.98,44.8,887,Other,2: Good,-89.877557,38.216235
1712,East Lynn Dam,East Fork of Twelvepole Creek,West Virginia,1971,34,199,3.28,101.8,3785,Flood control,2: Good,-82.386678,38.142806
1705,Lake of the Woods Dam,Flat Run,Virginia,1968,20,450,1.79,17.5,315,Recreation,2: Good,-77.753911,38.350162
1706,Beech Fork Lake Dam,Beech Fork of Twelve Pole Creek,West Virginia,1976,26,329,2.84,46.3,2197,Flood control,2: Good,-82.413806,38.301903
1701,Dogwood Lake Dam,Mud Creek,Indiana,1963,16,412,4.18,45.1,472,Recreation,2: Good,-87.057307,38.537233
1703,Patoka Lake Dam,Patoka River,Indiana,1978,44,457,32.96,372.1,5095,Flood control,2: Good,-86.706038,38.433971
1704,Gibson Generating Plant Dam,Coffee Bayou,Indiana,1973,6,12192,11.88,53.7,381,Other,2: Good,-87.775345,38.358654
1697,Upper Occoquan Dam,Occoquan River,Virginia,1955,22,226,3.93,41.6,20502,Water supply,2: Good,-77.277785,38.694985
1698,Killen Station Ash Disposal Dike,Offstream Ohio River,Ohio,1982,26,4267,0.96,15.9,10,Other,2: Good,-83.468713,38.681289
1629,Indian Lake,Calendars Run,Pennsylvania,1964,22,293,1.93,32.1,309,Recreation,2: Good,-78.872612,40.031508
1630,Big Blue River Structure 20,Big Blue River,Indiana,1981,20,960,2.37,31.5,666,Flood control,2: Good,-85.32575,40.022009
1632,Bailey Mine Slurry Impoundment Dam,Talley Run,Pennsylvania,1984,96,1372,0.39,26.9,5,Other,2: Good,-80.404584,39.963193
1625,Clinton Lake Dam,Salt Creek,Illinois,1977,20,908,18.7,308.4,7234,Water supply,2: Good,-88.880147,40.140942
1626,Hoover Dam,Big Walnut Creek,Ohio,1956,26,787,10.15,179,6481,Water supply,2: Good,-82.878519,40.111362
1627,Salt Fork Lake Dam,Salt Fork Creek,Ohio,1968,19,457,10.26,188.6,4851,Recreation,2: Good,-81.555878,40.106278
1628,Morse Reservoir Dam,Cicero Creek,Indiana,1955,21,457,4.6,60.8,7321,Water supply,2: Good,-86.041359,40.078656
1621,Alum Creek Dam,Alum Creek of Big Walnut Creek,Ohio,1974,28,3109,10.43,166.3,3640,Flood control,2: Good,-82.966207,40.18728
1623,O'Shaughnessy,Scioto,Ohio,1924,23,460,2.79,40.7,30357,Water supply,2: Good,-83.126311,40.156537
1624,Prairie Creek Reservoir Dam,Trib. White River,Indiana,1959,19,945,4.59,45.2,1121,Water supply,2: Good,-85.292053,40.146243
1617,Tappan Dam,Little Stillwater Creek,Ohio,1936,16,472,8.25,76,2434,Flood control,2: Good,-81.225946,40.356622
1618,Greenlane Reservoir,Perkiomen Creek,Pennsylvania,1957,27,238,2.82,31,5094,Water supply,2: Good,-75.480303,40.342319
1619,Clendening Dam,Brushy Fork of Stillwater Creek,Ohio,1936,20,290,6.09,66.6,2267,Flood control,2: Good,-81.279319,40.270656
1620,Piedmont Dam,Stillwater Creek,Ohio,1937,17,533,8.46,82.3,3917,Flood control,2: Good,-81.218352,40.191827
1613,Raystown Dam,Raystown Branch Juniata River,Pennsylvania,1973,69,518,30.78,1074.4,34216,Flood control,2: Good,-78.007947,40.434494
1614,Apple Valley Lake Dam,Little Jelloway Creek,Ohio,1971,28,198,1.84,27.7,486,Recreation,2: Good,-82.345327,40.421689
1609,Leesville Dam,Mcguire Creek,Ohio,1937,23,517,3.29,46.1,908,Flood control,2: Good,-81.192405,40.472917
1610,Nockamixon,Tohickon Creek,Pennsylvania,1973,31,461,5.38,87.6,3658,Recreation,2: Good,-75.186908,40.469862
1611,Dehart,Clarks Creek,Pennsylvania,1940,32,610,2.16,38,931,Water supply,2: Good,-76.743248,40.463779
1612,Duck Creek Station Dam,Duck Creek,Illinois,1975,37,543,4.29,96.4,388,Other,2: Good,-89.972943,40.456143
1605,Grand Lake St. Marys West Embankment,Beaver Creek,Ohio,1841,6,1463,49.75,185.5,2528,Recreation,2: Good,-84.572568,40.53125
1606,Atwood Dam,Indian Fork of Conotton Creek,Ohio,1936,20,1128,5.54,61.3,2422,Flood control,2: Good,-81.277152,40.523591
1607,Beaver Run,Beaver Run,Pennsylvania,1952,28,334,3.99,91.3,2029,Water supply,2: Good,-79.553857,40.512672
1608,Indian Lake Dam,Great Miami River,Ohio,1852,5,1207,17.55,86.2,3614,Recreation,2: Good,-83.896997,40.478568
1601,Two Lick Creek,Two Lick Creek,Pennsylvania,1968,35,366,1.74,28.4,4349,Water supply,2: Good,-79.097979,40.598044
1603,J.C. Bacon Dam,Service Creek,Pennsylvania,1956,29,305,1.45,19.1,619,Water supply,2: Good,-80.347925,40.577218
1604,Powerton Cooling Lake Dam,Offstream Illinois River,Illinois,1970,8,9510,5.71,31.6,461715,Other,2: Good,-89.71721,40.55442
1661,Otter Lake Dam,West Fork of Otter Creek,Illinois,1969,22,308,2.72,30.5,432,Water supply,2: Good,-89.909835,39.407765
1662,Union Lake Dam,Maurice River,New Jersey,1869,11,610,3.38,24.8,9138,Recreation,2: Good,-75.052993,39.403305
1663,Cowan Lake Dam,Cowan Creek,Ohio,1947,19,262,2.56,30.8,1978,Recreation,2: Good,-83.92361,39.387982
1664,Liberty Dam,North Branch of Patapsco River,Maryland,1953,53,215,6.33,218.3,6842,Water supply,2: Good,-76.891004,39.377897
1657,Jennings Randolph,North Branch of Patapsco River,Maryland,1981,90,649,3.01,161.5,10925,Water supply,2: Good,-79.124165,39.431637
1658,Loch Raven Dam,Gunpowder River,Maryland,1923,31,190,6.44,113.4,12756,Water supply,2: Good,-76.542814,39.431961
1659,Lake Shelbyville Dam,Kaskaskia River,Illinois,1970,42,922,41.91,1266.2,24890,Flood control,2: Good,-88.777006,39.410509
1660,Mill Creek Structure 1,Mill Creek,Illinois,1980,25,448,2.36,49.7,780,Flood control,2: Good,-87.798003,39.410531
1655,Caesar Creek Lake Dam,Caesar Creek,Ohio,1976,55,808,10.44,298.7,8301,Flood control,2: Good,-84.059259,39.485819
1656,Brookville Lake Dam,East Fork of Whitewater River,Indiana,1974,55,853,19.84,443.6,13266,Flood control,2: Good,-84.996875,39.44049
1649,Deer Creek Dam,Deer Creek,Ohio,1968,28,1183,4.74,126.5,8363,Flood control,2: Good,-83.219675,39.620314
1650,Tom Jenkins Dam,East Branch of Sunday Creek,Ohio,1950,26,288,2.37,33.2,913,Flood control,2: Good,-82.056248,39.539648
1652,Deep Creek Dam,Deep Creek,Maryland,1925,26,396,14.58,178.9,2758,Hydroelectricity,2: Good,-79.389341,39.510776
1645,Cecil M. Harden Lake Dam,Raccoon Creek,Indiana,1960,36,567,5.63,163.8,7325,Flood control,2: Good,-87.067708,39.720158
1646,Lake Lynn Dam,Cheat River,West Virginia,1926,38,305,5.52,89.2,76391,Hydroelectricity,2: Good,-79.855467,39.718069
1647,Sangchris Lake Dam,Trib. South Fork of Sangamon River,Illinois,1967,17,503,8.12,90,973,Water supply,2: Good,-89.468777,39.646801
1648,Prettyboy Dam,Gunpowder Falls,Maryland,1936,47,211,4.02,111.1,3185,Water supply,2: Good,-76.711105,39.622537
1641,Muddy Run Main Dam,Susquehanna River,Pennsylvania,1967,79,1463,1.89,74.6,488,Hydroelectricity,2: Good,-76.297887,39.818781
1642,Lake Marburg,West Branch of Codorus Creek,Pennsylvania,1967,33,515,3.79,65.5,919,Water supply,2: Good,-76.885481,39.806101
1643,Youghiogheny Dam,Youghiogheny River,Pennsylvania,1944,56,491,8.92,370,20830,Flood control,2: Good,-79.368247,39.796654
1644,Spaulding Dam,Sugar Creek,Illinois,1933,15,1006,10.93,124.8,5779,Water supply,2: Good,-89.597423,39.759588
1637,Geist Reservoir Dam,Fall Creek,Indiana,1944,13,427,5.75,74,8632,Water supply,2: Good,-85.984027,39.907497
1639,Lake Decatur Dam,Sangamon River,Illinois,1922,10,527,10.91,71,23481,Water supply,2: Good,-88.954979,39.824071
1640,Eagle Creek Reservoir Dam,Eagle Creek,Indiana,1967,28,1554,4.89,135.7,5187,Recreation,2: Good,-86.302474,39.823628
1633,Geist Storage,Crum Creek,Pennsylvania,1931,23,610,1.21,16.8,1089,Water supply,2: Good,-75.394975,39.952399
1634,Clarence J. Brown Dam,Buck Creek,Ohio,1973,30,2018,7.71,78.6,3077,Flood control,2: Good,-83.746098,39.951705
1635,Buckeye Lake Dam,Trib. South Fork of Licking River,Ohio,1832,4,6614,10.82,24.7,575,Recreation,2: Good,-82.481244,39.927077
1636,Senecaville Dam,Seneca Fork of Wills Creek,Ohio,1937,14,716,13.77,109.2,3643,Flood control,2: Good,-81.433961,39.924326
1565,Mosquito Creek Dam,Mosquito Creek,Ohio,1944,14,1722,28.47,222,3649,Flood control,2: Good,-80.756341,41.302243
1567,Lasalle Nuclear Station Cooling Lake Dam,Trib. Illinois River,Illinois,1977,13,11565,7.7,54.5,381,Other,2: Good,-88.619403,41.266756
1568,Pikes Creek,Pikes Creek,Pennsylvania,1911,20,719,1.26,13,474,Water supply,2: Good,-76.044634,41.26622
1561,Bridge Creek Dam,Bridge Creek,Ohio,1961,12,1463,5.56,50.9,1429,Water supply,2: Good,-81.186768,41.405407
1563,Collins Station Cooling Lake Dam,Offstream Illinois River,Illinois,1975,8,9978,7.42,36.5,219592,Other,2: Good,-88.37148,41.363521
1557,East Branch Dam,Clarion River,Pennsylvania,1952,56,526,3.68,127,3689,Flood control,2: Good,-78.593127,41.560781
1559,Pymatuning,Shenango River,Pennsylvania,1933,15,732,55.19,548.9,6518,Flood control,2: Good,-80.460443,41.502108
1560,Wallenpaupack,Lackawaxen River,Pennsylvania,1926,21,389,21,333,10777,Hydroelectricity,2: Good,-75.186347,41.456134
1553,Kinzua Dam,Allegheny River,Pennsylvania,1965,54,584,41.41,1603.5,108198,Flood control,2: Good,-79.001281,41.838806
1556,Twin Branch,St. Joseph,Indiana,1903,7,123,2.85,12,79087,Hydroelectricity,2: Good,-86.130551,41.667574
1550,Cannonsville Dam,West Branch of Delaware River,New York,1964,53,853,16.29,555.1,24605,Water supply,2: Good,-75.372524,42.065029
1545,French Landing,Huron,Michigan,1924,12,271,4.52,30.8,13690,Hydroelectricity,2: Good,-83.441089,42.213393
1546,Ford Lake,Huron,Michigan,1932,14,204,3.67,22.2,13335,Hydroelectricity,2: Good,-83.557739,42.205833
1547,Lake Carroll Dam,East Fork of Plum Creek,Illinois,1974,23,555,2.02,27.3,517,Recreation,2: Good,-89.892041,42.180743
1541,Caneadea Dam,Caneadea Creek,New York,1929,43,191,1.57,33.3,2980,Recreation,2: Good,-78.187035,42.380979
1544,Cuba Lake Dam,Oil Creek,New York,1872,17,533,1.72,20.4,1205,Recreation,2: Good,-78.277083,42.247828
1537,Borg,Trib. Turtle Creek,Wisconsin,1935,4,61,7.76,25.9,979,Recreation,2: Good,-88.621489,42.614702
1538,Lake Geneva,White River,Wisconsin,1912,4,91,21.35,49.3,754,Recreation,2: Good,-88.435716,42.588595
1539,Allegan,Kalamazoo,Michigan,1936,9,407,6.21,25.5,37984,Hydroelectricity,2: Good,-85.954417,42.562597
1540,Kent Lake Dam,Huron River,Michigan,1946,6,90,4.22,14.8,1315,Recreation,2: Good,-83.675339,42.513122
1597,Oakdale,Tippecanoe,Indiana,1925,18,-99,5.28,50,60302,Recreation,2: Good,-86.755208,40.657388
1598,Evergreen Lake Dam,Six Mile Creek,Illinois,1971,21,543,2.59,28.2,1040,Water supply,2: Good,-89.051042,40.647158
1599,Little Blue Run,Little Blue Run,Pennsylvania,1977,122,640,2.39,90,99,Other,2: Good,-80.515625,40.626387
1593,Clear Fork Reservoir Dam,Clear Fork of Mohican River,Ohio,1949,13,1042,3.74,32.7,854,Water supply,2: Good,-82.606719,40.701311
1594,Glendale,Beaverdam Run,Pennsylvania,1960,18,549,6.54,83.9,1707,Flood control,2: Good,-78.536458,40.696288
1595,Lake Mohawk Dam,Middle Run,Ohio,1963,13,594,2.09,16.2,208,Recreation,2: Good,-81.193735,40.672896
1596,Lake Bloomington Dam,Money Creek,Illinois,1930,16,305,1.39,22,1842,Water supply,2: Good,-88.934202,40.660314
1589,Bresler Upground Reservoir,Offstream McBride Ditch,Ohio,1970,11,5962,2.22,22.4,256,Water supply,2: Good,-84.239509,40.742972
1590,Keystone Station,Plum Creek,Pennsylvania,1965,30,366,3.12,53.2,1358,Water supply,2: Good,-79.306825,40.728169
1591,Merrill Creek Main Dam,Merrill Creek,New Jersey,1988,85,347,2.47,56.7,46,Other,2: Good,-75.102245,40.727985
1592,Mississinewa Lake Dam,Mississinewa River,Indiana,1967,43,2438,10.74,454.4,24524,Flood control,2: Good,-85.955208,40.714103
1585,Beltzville Dam,Pohopoco Creek,Pennsylvania,1969,54,1390,3.43,127.8,5106,Flood control,2: Good,-75.637744,40.84943
1588,Norway,Tippecanoe,Indiana,1923,10,-99,3.04,20.2,59481,Recreation,2: Good,-86.763542,40.782325
1581,Nimisila Reservoir Dam,Nimisila Creek,Ohio,1936,13,716,2.83,21.6,994,Water supply,2: Good,-81.529474,40.928957
1583,Wild Creek,Wild Creek,Pennsylvania,1941,41,328,1.01,21.1,1165,Water supply,2: Good,-75.563035,40.895659
1584,Still Creek,Still Creek,Pennsylvania,1935,26,354,1.22,14.3,375,Water supply,2: Good,-75.988646,40.858524
1577,Findlay Upground Reservoir 2,Offstream Blanchard River,Ohio,1971,10,5342,3.26,24,703,Other,2: Good,-83.561344,41.022982
1578,Moraine State Park,Muddy Creek,Pennsylvania,1968,17,589,11.76,120.9,2280,Recreation,2: Good,-80.121124,40.962166
1580,Penn Forest,Wild Creek,Pennsylvania,1998,46,622,1.78,34,847,Water supply,2: Good,-75.564661,40.93174
1573,Mineral Ridge Dam,Meander Creek,Ohio,1932,18,1061,6.63,76.5,2958,Other,2: Good,-80.781292,41.152031
1574,Lake Milton Dam,Mahoning River,Ohio,1916,16,866,6.33,57.5,10684,Recreation,2: Good,-80.973958,41.125689
1576,Berlin Dam,Mahoning River,Ohio,1943,29,1753,10.39,172.7,9725,Flood control,2: Good,-81.005308,41.043055
1570,Braidwood Station Cooling Pond Dam,Kankakee River,Illinois,1979,7,16484,10.16,43.2,342,Other,2: Good,-88.242282,41.203354
1571,Lake Rockwell Dam,Cuyahoga River,Ohio,1913,11,149,2.87,22.5,7554,Other,2: Good,-81.329489,41.18036
1572,Michael J. Kirwan Dam,West Branch of Mahoning River,Ohio,1966,25,3018,9,153,3382,Flood control,2: Good,-81.079025,41.154381
1501,Castle Rock,Wisconsin,Wisconsin,1950,12,5700,52.71,215.9,184423,Hydroelectricity,2: Good,-89.96057,43.865243
1502,Upper Green Lake,Puchyan,Wisconsin,1930,2,61,31.34,49.3,2109,Recreation,2: Good,-88.964915,43.843568
1503,Edenville,Tittabawassee,Michigan,1925,16,2011,8.57,81.7,7830,Hydroelectricity,2: Good,-84.376639,43.81499
1504,Princeton,Fox,Wisconsin,1910,2,-99,21.44,27.1,18345,Recreation,2: Good,-89.155633,43.813764
1499,Stillwater North Dam,Beaver River,New York,1924,17,285,21.59,222,12789,Hydroelectricity,2: Good,-75.050668,43.899439
1500,Ludington,Lake Michigan,Michigan,1973,34,8931,3.24,101.5,4,Hydroelectricity,2: Good,-86.435417,43.890828
1493,Neenah,Fox River,Wisconsin,1922,5,198,645.53,1356.8,136851,Flood control,2: Good,-88.45459,44.185016
1495,Lake Lancer Dam,Sugar River,Michigan,1976,11,2187,3.61,21.6,583,Recreation,2: Good,-84.436035,44.11061
1496,Secord,Tittabawassee,Michigan,1925,17,335,2.86,18.5,4079,Hydroelectricity,2: Good,-84.342599,44.041505
1489,Foote,Au Sable,Michigan,1918,16,1250,5.89,37,32861,Hydroelectricity,2: Good,-83.441378,44.435318
1490,Hodenpyl,Manistee,Michigan,1925,27,1301,6.75,85.1,24018,Hydroelectricity,2: Good,-85.81875,44.36875
1492,Tippy,Manistee,Michigan,1918,25,253,4.04,48.7,33844,Recreation,2: Good,-85.93855,44.261933
1486,Cooke,Au Sable,Michigan,1912,15,274,5.87,37,32780,Hydroelectricity,2: Good,-83.574447,44.476435
1487,Loud,Au Sable,Michigan,1913,12,664,2.1,15.5,31951,Hydroelectricity,2: Good,-83.720724,44.465566
1488,Higgins Lake Level Control Structure,The Cut,Michigan,1956,2,15,40.65,24.4,845,Recreation,2: Good,-84.672917,44.435529
1481,Mio,Au Sable,Michigan,1917,12,646,2.58,14.8,27120,Hydroelectricity,2: Good,-84.132975,44.660548
1482,Crystal Lake Level Control Dam,Crystal Lake Outlet,Michigan,1976,2,23,39.45,33.5,1048,Recreation,2: Good,-86.148921,44.636681
1483,Upper and Lower Lakes Dam 1,Indian Creek,New York,1970,5,366,7.24,24.2,1884,,2: Good,-75.309926,44.582092
1484,Alcona,Au Sable,Michigan,1924,18,1469,3.63,30.8,30687,Hydroelectricity,2: Good,-83.802154,44.564791
1480,Du Bay,Wisconsin,Wisconsin,1942,12,2630,19.33,164.1,136107,Hydroelectricity,2: Good,-89.652083,44.66875
1533,Deruyter Dam,Limestone Creek,New York,1863,21,488,2.18,20,261,Navigation,2: Good,-75.898958,42.826008
1529,Skaneateles Lake Dam,Skaneateles Creek,New York,1902,7,46,34.27,135.7,3766,Water supply,2: Good,-76.42713,42.943247
1532,Waterloo,Seneca Canal,New York,1915,17,306,173.58,292.4,26848,Hydroelectricity,2: Good,-76.863764,42.901566
1528,Mud Lock and Canal Dam,Seneca River,New York,1912,6,152,171.19,817.8,62858,Navigation,2: Good,-76.734399,42.946116
1521,Lewiston Reservoir Dike,Offstream Niagara,New York,1963,47,-99,7.29,115,288,Hydroelectricity,2: Good,-79.021063,43.144436
1522,Holloway Dam,Flint River,Michigan,1954,11,1021,6.77,36.9,7976,Recreation,2: Good,-83.492631,43.122195
1523,Okauchee Lake,Oconomowoc,Wisconsin,1961,5,137,4.24,18.5,215,Recreation,2: Good,-88.438215,43.115997
1524,Mendota Locks,Yahara River,Wisconsin,1959,5,30,41.12,197.4,6047,Navigation,2: Good,-89.377833,43.086984
1517,Caughdenoy Dam,Oneida River,New York,1909,15,550,206.85,315,93644,Navigation,2: Good,-76.204489,43.270696
1519,Muskegon Waste Water Lagoons,Black Creek,Michigan,1973,6,11339,6.63,25.4,359,Other,2: Good,-86.030208,43.240522
1514,Hinckley,West Canada Creek,New York,1914,25,1108,10.4,114.5,28989,Hydroelectricity,2: Good,-75.105878,43.314575
1515,Prairie du Sac,Wisconsin,Wisconsin,1914,15,972,31.91,238.3,231279,Hydroelectricity,2: Good,-89.723311,43.311735
1516,Delta Dam,Mohawk River,New York,1912,32,305,9.66,107.9,11805,Navigation,2: Good,-75.426042,43.277318
1509,Fox Lake,Beaverdam,Wisconsin,1931,5,128,10.63,27.1,1094,Recreation,2: Good,-88.915625,43.573785
1510,Bennetts Bridge,Salmon River,New York,1914,15,185,10.91,93,16358,Hydroelectricity,2: Good,-75.91875,43.548287
1511,Upper Beaver Dam,Beaver Dam Creek,Wisconsin,1913,6,30,25.51,70.3,3239,Recreation,2: Good,-88.846875,43.452386
1512,Hustisford,Rock,Wisconsin,1939,3,69,11.33,23.1,11025,Recreation,2: Good,-88.599024,43.348693
1505,Montello,Fox,Wisconsin,1922,4,853,8.65,23.4,9134,Navigation,2: Good,-89.329031,43.786255
1507,Sanford,Tittabawassee,Michigan,1925,11,488,5.55,18.5,20893,Hydroelectricity,2: Good,-84.380936,43.678709
1438,Au Train,Au Train,Michigan,1910,14,600,6.41,15.2,2631,Hydroelectricity,2: Good,-86.84899,46.330472
1434,Gribben North Tailings Basin Dam,Trib. Goose Lake Outlet,Michigan,1977,25,6706,4.04,24.5,25,Other,2: Good,-87.546554,46.415998
1435,Bond Falls,Middle Branch of Ontonagon River,Michigan,1938,15,250,7.98,44.4,9970,Hydroelectricity,2: Good,-89.127083,46.406209
1429,Carp River Dam,Carp River,Michigan,1942,18,213,3.93,32.2,1453,Other,2: Good,-87.668674,46.53064
1431,Greenwood Reservoir Dam,Middle Branch of Escanaba River,Michigan,1973,18,1341,3.85,28.1,2916,Water supply,2: Good,-87.821601,46.441165
1425,Silver Lake,Dead,Michigan,1912,9,457,5.23,41.3,1231,Hydroelectricity,2: Good,-87.836629,46.652229
1428,Hoist,Dead,Michigan,1941,19,1097,9.8,51.4,5050,Hydroelectricity,2: Good,-87.567708,46.565274
1421,Lake Independence Dam,Iron River,Michigan,1913,4,46,8.06,19.9,4080,Other,2: Good,-87.68233,46.810337
1424,Victoria,West Branch of Ontonagon River,Michigan,1930,64,262,0.94,12.7,36770,Hydroelectricity,2: Good,-89.232328,46.686357
1470,Norway Point,Thunder Bay,Michigan,1924,13,707,5.04,34,18748,Hydroelectricity,2: Good,-83.519998,45.10299
1471,Upper South Dam,Thunder Bay,Michigan,1930,6,107,28.64,49.5,2494,Hydroelectricity,2: Good,-83.79267,45.021733
1465,Caldron Falls,Peshtigo,Wisconsin,1924,25,381,4.12,14.2,11018,Hydroelectricity,2: Good,-88.232155,45.355943
1466,High Falls,Peshtigo,Wisconsin,1910,25,1494,6.19,19.7,12449,Hydroelectricity,2: Good,-88.194422,45.282076
1461,Tomahawk,Wisconsin,Wisconsin,1938,8,1036,7.59,18.7,68976,Hydroelectricity,2: Good,-89.728125,45.444666
1459,Kings Dam,Wisconsin,Wisconsin,1910,9,56,6.34,22.4,40100,Hydroelectricity,2: Good,-89.676922,45.481156
1453,Willow,Tomahawk,Wisconsin,1927,11,327,19.12,82.8,13367,Hydroelectricity,2: Good,-89.849549,45.707147
1454,Rhinelander,Wisconsin,Wisconsin,1876,7,156,8.9,30.5,28848,Hydroelectricity,2: Good,-89.421875,45.644144
1451,Groveland Dam 8,Pine Creek,Michigan,1977,18,610,1.22,13.9,385,Recreation,2: Good,-87.985015,45.948904
1448,Carpenter Dam,Indian River,Michigan,1878,3,34,34.73,42.9,7536,Other,2: Good,-86.290167,45.992757
1444,Way,Michigamme,Michigan,1941,22,105,18.98,154.6,25125,Hydroelectricity,2: Good,-88.237987,46.161523
1408,South Fowl Lake,Pigeon,Minnesota,1934,5,27,10.74,38,4982,Other,2: Good,-89.996254,48.041262
1309,Victor Braunig Dam,Arroyo Seco,Texas,1963,24,2938,4.98,39.9,79,Recreation,2: Good,-98.369034,29.24141
1312,Palmetto Bend Dam,Navidad River,Texas,1981,19,13066,30.1,252,41598,Recreation,2: Good,-96.572867,28.890277
1305,Medina Lake Dam,Medina River,Texas,1913,54,472,19.26,403.7,5253,Irrigation,2: Good,-98.934221,29.541074
1306,Smithers Lake Dam,Dry Creek,Texas,1957,4,4816,8.86,23.1,937,Water supply,2: Good,-95.658496,29.478916
1308,Calaveras Creek Dam,Calaveras Creek,Texas,1969,26,1804,11.89,120.2,604,Other,2: Good,-98.30674,29.27879
1301,Cedar Creek Dam,Cedar Creek,Texas,1977,32,3200,9.09,109.3,137,Flood control,2: Good,-96.73111,29.915637
1302,Canyon Lake,Guadalupe River,Texas,1964,68,1344,30.62,1393,18452,Water supply,2: Good,-98.19971,29.871728
1298,Decker Creek Dam,Decker Creek,Texas,1967,25,1948,3.97,55.8,131,Recreation,2: Good,-97.598958,30.28599
1299,Lake Bastrop Dam,Spicer Creek,Texas,1964,24,1219,3.02,20.9,196,Recreation,2: Good,-97.291805,30.153995
1300,Lake Houston Dam,San Jacinto River,Texas,1954,20,2638,37.3,347.6,78872,Irrigation,2: Good,-95.132778,29.920584
1293,Lewis Creek Dam,Lewis Creek,Texas,1969,19,3894,3.65,28.6,115,Other,2: Good,-95.541842,30.432551
1294,Mansfield Dam,Colorado River,Texas,1942,85,2163,51.32,3975.5,89281,Irrigation,2: Good,-97.905713,30.393211
1295,Conroe Dam,West Fork of San Jacinto River,Texas,1973,25,3444,43.7,872,10380,Irrigation,2: Good,-95.564583,30.360417
1290,Alcoa Lake Dam,Sandy Creek,Texas,1952,16,1768,3.02,23.4,118,Flood control,2: Good,-97.049735,30.574558
1291,Alvin Wirtz Dam,Colorado River,Texas,1951,36,1674,19.06,280,62334,Hydroelectricity,2: Good,-98.340775,30.56016
1292,Max Starcke Dam,Colorado River,Texas,1951,30,262,2.26,10.8,63263,Hydroelectricity,2: Good,-98.257643,30.557553
1287,Livingston Dam,Trinity River,Texas,1969,30,4109,219.58,2522.5,255379,Flood control,2: Good,-95.015625,30.632678
1288,Gibbons Creek Dam,Gibbons Creek,Texas,1981,15,1875,8.85,101,1515,Hydroelectricity,2: Good,-96.061381,30.611943
1281,Bundicks Creek Dam,Bundicks Creek,Louisiana,1961,14,2755,5.12,70.9,9524,Recreation,2: Good,-93.090482,30.735513
1317,Wesley E. Seale Dam,Nueces River,Texas,1958,25,1823,59.14,655,32338,Recreation,2: Good,-97.869086,28.047561
1314,Cooling Reservoir Dam,Offstream Colorado River,Texas,1981,16,19967,28.34,308.4,863,Flood control,2: Good,-96.019645,28.776813
1316,Choke Canyon,Frio River,Texas,1981,39,594,55.08,1335.9,13488,Recreation,2: Good,-98.245154,28.484779
1247,Whitney Lake,Brazos River,Texas,1951,51,5393,70.56,2590.8,52770,Water supply,2: Good,-97.370431,31.869948
1248,Lake Brownwood Dam,Pecan Bayou,Texas,1933,37,482,17.79,552.8,4427,Recreation,2: Good,-99.0039,31.838857
1241,Buckner Dam,Gum Creek,Texas,1957,23,1024,4.12,69.2,962,Recreation,2: Good,-95.308862,31.909552
1238,Richland Creek Dam,Richland Creek,Texas,1987,29,9418,156.51,2150,30591,Recreation,2: Good,-96.102607,31.94808
1233,Murvaul Bayou Dam,Murvaul Bayou,Texas,1956,16,2743,12.95,113.5,3055,Recreation,2: Good,-94.424401,32.038477
1234,Coleman Dam,Jim Ned Creek,Texas,1966,28,1433,4.44,113.1,582,Recreation,2: Good,-99.465844,32.032716
1235,Grand Bayou Reservoir Dam,Grand Bayou,Louisiana,1994,17,1737,9.45,81.4,4881,Water supply,2: Good,-93.214964,32.002108
1229,Whitehouse Dam,Prairie Creek,Texas,1949,15,1435,7.91,105.8,1364,Flood control,2: Good,-95.171875,32.211713
1230,Joe B. Hogsett Dam,Cedar Creek,Texas,1966,28,5346,118.06,1338.3,21523,Recreation,2: Good,-96.072954,32.181646
1232,Oak Creek Dam,Oak Creek,Texas,1950,29,1158,3.46,97.9,370,Flood control,2: Good,-100.266146,32.044849
1225,Caney Creek Dam,Caney Creek,Louisiana,1986,24,1887,19.21,154.2,2150,Recreation,2: Good,-92.493905,32.22316
1227,Mud Creek Dam,Mud Creek,Texas,1967,18,1338,7.97,104.9,1962,Flood control,2: Good,-95.143706,32.214874
1228,Lake Athens Dam,Flat Creek,Texas,1963,18,914,4.68,58,560,Recreation,2: Good,-95.7232,32.211886
1221,Mitchell County Reservoir Dam,Trib. Beals Creek,Texas,1991,28,1478,3.59,62,26,Other,2: Good,-101.105154,32.241525
1224,Red Draw Dam,Red Draw,Texas,1985,22,488,0.8,10.5,5,Other,2: Good,-101.374052,32.226319
1218,Lake Pat Cleburne Dam,Nolan River,Texas,1964,24,1582,4.65,82.3,1235,Flood control,2: Good,-97.427188,32.285598
1219,Martin Lake Dam,Martin Creek,Texas,1974,18,2096,17.02,224.9,3313,Recreation,2: Good,-94.54375,32.26875
1277,Stillhouse-Hollow Dam,Lampasas River,Texas,1968,61,2963,23.46,1250.5,6496,Water supply,2: Good,-97.532714,31.023437
1280,Buchanan Dam,Colorado River,Texas,1937,45,3349,80.48,1211.3,34336,Irrigation,2: Good,-98.415803,30.757588
